FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
42079,"24,176","88,229","61,886","52,544",10.7,38.9,27.3,23.2
42081,"8,224","31,516","22,496","18,359",10.2,39.1,27.9,22.8
42083,"2,636","14,154","7,429","5,370",8.9,47.8,25.1,18.1
42085,"8,046","34,419","18,857","17,857",10.2,43.5,23.8,22.6
42087,"4,801","16,810","6,795","4,050",14.8,51.8,20.9,12.5
42089,"12,284","40,893","34,046","28,147",10.6,35.4,29.5,24.4
42091,"33,289","137,292","124,775","280,456",5.8,23.8,21.7,48.7
42093,"1,247","5,480","2,281","4,406",9.3,40.9,17,32.8
42095,"19,820","73,305","56,001","61,464",9.4,34.8,26.6,29.2
42097,"8,667","33,689","14,200","10,808",12.9,50,21.1,16
42099,"4,056","15,123","8,009","5,350",12.5,46.5,24.6,16.4
42101,"170,894","351,167","237,716","303,976",16.1,33,22.3,28.6
42103,"2,897","13,849","12,616","11,397",7.1,34,31,28
42105,"1,444","5,781","3,069","1,882",11.9,47.5,25.2,15.5
42107,"11,968","48,896","27,036","17,009",11.4,46.6,25.8,16.2
42109,"3,876","12,465","5,697","4,960",14.4,46.2,21.1,18.4
42111,"6,647","27,921","12,490","8,628",11.9,50.1,22.4,15.5
42113,505,"2,385","1,173",851,10.3,48.5,23.9,17.3
42115,"3,301","13,897","7,885","5,447",10.8,45.5,25.8,17.8
42117,"2,962","13,231","7,398","5,573",10.2,45.4,25.4,19.1
42119,"4,159","11,856","6,723","7,800",13.6,38.8,22,25.5
42121,"3,913","18,496","9,051","6,742",10.2,48.4,23.7,17.6
42123,"2,178","13,505","7,981","5,644",7.4,46.1,27.2,19.3
42125,"10,551","56,878","37,408","43,968",7.1,38.2,25.1,29.5
42127,"3,981","17,118","10,049","7,971",10.2,43.8,25.7,20.4
42129,"15,637","97,864","73,136","74,511",6,37.5,28,28.5
42131,"1,397","9,301","5,084","3,841",7.1,47.4,25.9,19.6
42133,"32,691","123,950","77,020","74,687",10.6,40.2,25,24.2
44000,"87,994","207,007","194,223","243,964",12,28.2,26.5,33.3
44001,"3,383","6,794","7,887","16,104",9.9,19.9,23.1,47.1
44003,"10,157","34,261","37,327","38,701",8.4,28.4,31,32.1
44005,"3,863","13,169","14,573","29,067",6.4,21.7,24,47.9
44007,"65,533","133,252","111,671","121,422",15.2,30.9,25.9,28.1
44009,"5,058","19,531","22,765","38,670",5.9,22.7,26.5,45
45000,"435,770","998,459","1,022,950","927,823",12.9,29.5,30.2,27.4
45001,"3,402","5,939","5,077","2,724",19.8,34.6,29.6,15.9
45003,"14,750","37,543","33,503","30,784",12.7,32.2,28.7,26.4
45005,"1,444","2,849","1,580",609,22.3,44,24.4,9.4
45007,"20,842","41,963","42,757","28,714",15.5,31.3,31.8,21.4
45009,"1,726","3,235","2,957","1,822",17.7,33.2,30.4,18.7
45011,"2,688","5,095","4,827","1,642",18.9,35.7,33.9,11.5
45013,"9,298","29,874","38,556","52,480",7.1,22.9,29.6,40.3
45015,"15,484","40,977","48,758","32,929",11.2,29.7,35.3,23.8
45017,"1,532","3,978","3,131","2,047",14.3,37.2,29.3,19.2
45019,"23,647","63,580","72,798","119,670",8.5,22.7,26,42.8
45021,"7,755","13,944","11,097","5,270",20.4,36.6,29.2,13.8
45023,"3,969","9,199","6,077","3,057",17.8,41.2,27.2,13.7
45025,"7,574","12,841","8,135","3,204",23.9,40.4,25.6,10.1
45027,"4,868","8,996","6,494","3,734",20.2,37.3,27,15.5
45029,"3,485","11,515","7,135","3,979",13.3,44.1,27.3,15.2
45031,"8,271","16,306","13,589","7,913",17.9,35.4,29.5,17.2
45033,"5,111","7,811","5,163","2,269",25.1,38.4,25.4,11.1
45035,"10,278","28,804","35,828","29,017",9.9,27.7,34.5,27.9
45037,"3,435","7,252","5,368","3,478",17.6,37.1,27.5,17.8
45039,"2,864","6,452","4,289","2,792",17.5,39.3,26.2,17
45041,"14,347","30,767","26,507","21,471",15.4,33.1,28.5,23.1
45043,"5,884","13,212","14,042","12,370",12.9,29,30.9,27.2
45045,"41,345","83,309","97,570","115,297",12.2,24.7,28.9,34.2
45047,"7,646","14,475","13,850","11,075",16.3,30.8,29.4,23.5
45049,"2,439","6,502","3,331","1,580",17.6,46.9,24,11.4
45051,"24,040","77,366","79,094","55,617",10.2,32.8,33.5,23.6
45053,"3,621","7,486","5,118","3,307",18.5,38.3,26.2,16.9
45055,"6,002","16,431","13,258","8,842",13.5,36.9,29.8,19.9
45057,"8,645","20,313","17,600","17,109",13.6,31.9,27.6,26.9
45059,"8,918","15,980","13,757","7,011",19.5,35,30.1,15.4
45061,"2,591","5,124","2,952","1,502",21.3,42.1,24.3,12.3
45063,"20,514","56,407","60,690","59,163",10.4,28.7,30.8,30.1
45065,"1,485","2,609","2,228","1,602",18.7,32.9,28.1,20.2
45067,"4,168","8,466","5,934","3,131",19.2,39,27.3,14.4
45069,"4,662","8,001","4,871","1,814",24.1,41.4,25.2,9.4
45071,"4,932","9,360","7,266","4,435",19,36,28,17.1
45073,"8,886","16,512","16,300","13,612",16.1,29.9,29.5,24.6
45075,"8,541","19,088","19,973","11,566",14.4,32.3,33.8,19.5
45077,"11,698","23,327","23,397","18,953",15.1,30.1,30.2,24.5
45079,"22,729","57,095","78,748","96,025",8.9,22.4,30.9,37.7
45081,"2,923","5,095","3,781","2,270",20.8,36.2,26.9,16.1
45083,"29,946","59,812","65,132","48,449",14.7,29.4,32,23.8
45085,"11,427","21,621","23,897","12,888",16.4,31,34.2,18.5
45087,"3,640","7,795","5,778","2,378",18.6,39.8,29.5,12.1
45089,"4,316","9,361","5,841","2,828",19.3,41.9,26.1,12.7
45091,"18,002","44,792","54,916","55,394",10.4,25.9,31.7,32
46000,"46,944","173,262","185,400","161,477",8.3,30.6,32.7,28.5
46003,238,607,592,372,13.2,33.6,32.7,20.6
46005,"1,813","4,341","3,689","2,469",14.7,35.3,30,20.1
46007,343,611,597,350,18,32.1,31.4,18.4
46009,621,"1,842","1,662",932,12.3,36.4,32.9,18.4
46011,833,"5,184","5,015","7,113",4.6,28.6,27.6,39.2
46013,"1,746","7,804","8,504","7,497",6.8,30.5,33.3,29.3
46015,443,"1,091","1,140",881,12.5,30.7,32.1,24.8
46017,212,414,317,98,20.4,39.8,30.5,9.4
46019,656,"2,935","1,925","1,435",9.4,42.2,27.7,20.6
46021,117,399,253,311,10.8,36.9,23.4,28.8
46023,694,"2,196","1,852","1,003",12.1,38.2,32.2,17.5
46025,222,999,795,460,9,40.3,32.1,18.6
46027,286,"1,510","1,793","3,372",4.1,21.7,25.8,48.4
46029,"1,515","6,971","6,381","4,085",8,36.8,33.7,21.6
46031,390,791,738,392,16.9,34.2,31.9,17
46033,402,"2,076","2,613","1,701",5.9,30.6,38.5,25
46035,"1,116","4,116","4,995","3,213",8.3,30.6,37.2,23.9
46037,409,"1,487","1,226",810,10.4,37.8,31.2,20.6
46039,277,"1,139",894,713,9.2,37.7,29.6,23.6
46041,446,"1,106","1,055",496,14.4,35.6,34,16
46043,256,759,705,351,12.4,36.6,34,16.9
46045,262,951,794,687,9.7,35.3,29.5,25.5
46047,398,"1,650","2,010","1,110",7.7,31.9,38.9,21.5
46049,119,549,503,477,7.2,33.3,30.5,28.9
46051,465,"2,204","1,510",881,9.2,43.6,29.8,17.4
46053,315,"1,016","1,014",605,10.7,34.4,34.4,20.5
46055,140,642,460,221,9.6,43.9,31.4,15.1
46057,320,"1,552","1,053",746,8.7,42.3,28.7,20.3
46059,148,765,881,545,6.3,32.7,37.7,23.3
