state,county,category,change,changecalc,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
Georgia,Glynn County,Grocery & pharmacy,-15,-47.37684833333333,13.781,19.763,14.89,15.302,9.548,3.21,13.11,10.245,12.283,10.636,10.14,11.827,12.197,15.508,14.145,15.92,4.817,-3.196,-5.544,-12.488,-17.956,-29.175,-35.683,-31.281,-34.353,-34.127,-38.982,-40.147,-47.273,-47.28,-37.037,-41.421,-33.634,-33.205,-44.585,-58.09,-56.818,-44.92,-45.969,-43.367,-42.775,-42.238,-47.377
Georgia,Glynn County,Parks,-9,-15.418173333333332,12.974,16.63,23.284,36.962,25.589,18.426,11.49,10.529,9.47,20.833,32.051,36.187,46.924,32.399,27.076,27.716,48.775,39.547,40.84,42.502,13.751,3.384,-7.622,7.353,11.115,8.53,5.651,-12.809,-20.119,-22.635,-1.225,2.326,17.577,29.481,-8.1,-29.332,-30.488,-11.275,-3.619,-4.136,-0.246,-13.186,-15.418
Georgia,Glynn County,Transit stations,-50,-8.882426666666667,13.727,19.113,14.881,34.014,-4.902,-16.622,14.297,22.61,26.758,33.73,27.636,69.853,46.543,70.466,102.552,91.743,-5.952,9.566,71.078,47.651,40.85,-10.497,-32.492,-37.698,-24.447,-12.255,-31.028,-30.637,-34.722,-33.448,-42.659,-52.083,-23.284,-35.461,-37.786,-30.685,-41.093,-23.81,-24.447,-19.608,-21.055,-15.319,-8.882
Georgia,Glynn County,Workplace,-38,-51.81895,18.507,21.63,4.934,7.926,-2.63,4.209,9.898,19.036,26.753,9.32,12.455,5.787,21.57,12.726,19.564,31.307,13.706,10.756,9.996,2.63,-14.14,-13.219,-11.384,-18.092,-13.587,-22.622,-21.044,-31.109,-42.83,-40.984,-35.088,-20.38,-26.831,-25.253,-45.249,-53.405,-55.214,-39.474,-25.476,-32.618,-34.722,-49.02,-51.819
Georgia,Glynn County,Residential,11,-39.52205666666667,3.37,3.233,3.138,3.82,,1.302,3.88,4.289,3.233,1.644,1.763,-0.432,-0.579,-1.642,1.838,-1.437,-3.886,-11.754,-15.395,-18.953,-21.49,-11.336,-24.784,-30.338,-34.086,-37.408,-39.062,-40.144,-32.782,-41.667,-39.006,-42.313,-42.012,-42.969,-44.323,-39.828,-46.695,-46.778,-47.749,-48.199,-48.611,-51.636,-39.522
Georgia,Habersham County,Retail & recreation,-36,-36.996218333333346,6.166,11.914,8.055,15.405,12.108,10.5,8.692,7.609,9.872,9.153,8.619,8.725,13.667,5.884,-0.394,-11.063,-4.394,-19.99,-21.902,-14.833,-22.465,-22.959,-33.19,-37.346,-37.779,-28.134,-31.167,-30.421,-31.88,-36.594,-32.22,-31.177,-27.066,-24.0,-32.627,-50.247,-46.296,-38.994,-35.028,-33.12,-34.0,-29.151,-36.996
Georgia,Habersham County,Grocery & pharmacy,11,11.692174999999997,10.629,6.562,10.377,5.169,11.25,6.46,5.883,11.692,8.202,9.179,7.156,8.75,24.629,39.106,31.179,13.123,31.529,13.915,10.417,16.957,14.535,17.715,-2.051,,-13.12,,-4.037,-5.883,2.126,-10.663,-6.785,-9.542,11.25,19.38,6.229,-10.275,-25.016,-13.17,-15.108,-3.75,-2.826,-0.692,11.692
Georgia,Habersham County,Workplace,-36,-36.98672,3.019,3.655,1.161,3.105,2.741,0.279,-0.298,-0.755,,0.29,0.282,-1.096,0.279,-8.929,,-2.741,-12.477,-15.526,-22.752,-21.783,-22.024,1.51,-21.93,-27.565,-29.359,-31.798,-32.395,-30.952,-12.832,-28.326,-32.498,-36.416,-37.829,-35.188,-37.202,-21.89,-38.377,-42.073,-44.038,-44.956,-46.917,-50.0,-36.987
Georgia,Hall County,Retail & recreation,-36,-37.55102833333335,12.619,12.28,3.336,8.995,5.556,2.286,6.846,11.204,7.161,6.959,5.973,7.878,7.933,4.341,-6.767,-14.656,-11.048,-17.207,-21.171,-21.008,-22.125,-26.43,-38.749,-35.906,-40.173,-32.214,-34.487,-31.67,-36.22,-40.455,-33.252,-36.192,-27.888,-32.941,-38.739,-50.447,-49.557,-39.421,-39.818,-39.423,-37.747,-35.149,-37.551
Georgia,Hall County,Grocery & pharmacy,-8,-8.253645000000004,5.692,8.697,1.419,13.622,6.847,2.759,5.641,7.21,3.742,8.189,9.043,10.439,33.104,46.394,19.638,4.349,16.924,14.08,5.612,9.159,10.893,5.787,-11.125,-7.862,-10.531,-9.317,-9.048,-6.225,-10.151,-20.024,-10.373,-11.676,5.837,2.538,-3.307,-22.01,-27.407,-21.619,-14.194,-16.052,-15.228,-10.991,-8.254
Georgia,Hall County,Workplace,-34,-35.256411666666665,1.442,4.836,3.549,2.467,1.699,1.562,3.478,4.808,1.612,3.49,1.549,1.813,2.256,-0.061,0.16,-7.455,-13.664,-18.872,-22.601,-23.193,-25.569,-18.429,-27.805,-32.001,-35.965,-35.345,-35.05,-36.98,-25.801,-35.058,-37.916,-40.955,-42.256,-42.048,-43.449,-34.615,-42.11,-45.429,-47.609,-48.486,-47.717,-54.616,-35.256
Georgia,Hall County,Residential,12,12.626235000000001,-2.379,-1.816,1.087,0.944,1.096,2.254,-2.189,-2.616,-1.299,-0.928,0.898,-0.791,0.057,-0.131,2.062,4.146,7.392,9.207,10.827,11.573,11.29,7.762,9.912,16.42,18.187,15.191,16.251,15.414,10.645,10.84,15.344,18.936,16.971,18.399,18.952,15.211,12.922,18.848,19.764,19.609,20.589,21.45,12.626
Georgia,Henry County,Retail & recreation,-39,-40.88490833333334,14.942,16.111,-0.67,9.65,3.306,1.115,10.496,10.686,10.249,5.335,6.484,9.658,13.426,7.261,-6.494,-14.352,-10.41,-13.842,-15.335,-18.363,-20.51,-30.719,-39.156,-35.334,-32.16,-30.06,-30.653,-32.451,-39.325,-43.28,-32.073,-35.239,-24.405,-22.928,-34.223,-53.116,-52.781,-41.014,-38.427,-36.868,-33.917,-33.397,-40.885
Georgia,Henry County,Grocery & pharmacy,4,3.897393333333336,7.352,10.136,1.487,14.711,4.73,-0.541,8.836,3.543,8.028,12.848,12.872,17.489,59.013,78.346,29.939,17.06,32.917,27.367,25.079,27.612,31.221,17.804,-0.301,1.487,3.245,5.17,4.656,0.687,-4.96,-13.648,-7.327,-7.572,17.929,32.484,17.967,-13.995,-21.877,-12.317,-5.084,-6.05,-0.758,5.302,3.897
Georgia,Henry County,Parks,-6,-6.751543333333329,42.438,48.144,-15.215,-16.502,-21.258,-34.722,36.962,110.918,58.648,90.122,34.035,53.146,29.24,42.563,83.912,7.878,-1.17,23.721,20.196,31.067,56.004,57.87,-18.382,-32.772,4.125,41.454,30.154,62.724,47.261,22.759,40.964,-38.16,-11.692,-28.326,-12.321,-27.006,-35.014,-14.045,-33.003,-26.573,-32.895,-10.081,-6.752
Georgia,Henry County,Workplace,-38,-39.626045000000005,1.305,1.494,4.003,2.508,-0.337,-0.946,0.966,3.203,0.815,3.002,0.043,-0.799,-1.333,-5.613,-1.424,-14.803,-21.971,-27.804,-32.478,-32.974,-33.035,-19.22,-34.224,-37.937,-41.814,-43.838,-43.98,-43.802,-30.609,-42.509,-44.032,-47.478,-48.507,-48.838,-48.863,-37.846,-49.707,-50.537,-53.099,-53.766,-53.395,-56.362,-39.626
Georgia,Henry County,Residential,15,15.161011666666665,-2.447,-2.061,-0.295,-0.464,0.907,1.296,-2.143,-2.304,-1.404,-1.375,-0.102,-0.221,-0.405,1.579,2.681,4.301,9.582,12.227,14.478,15.449,15.683,10.364,10.708,18.065,19.502,19.276,20.448,20.422,13.361,12.129,18.302,21.33,20.147,21.038,23.036,17.951,14.48,21.449,22.951,23.323,24.043,24.782,15.161
Georgia,Houston County,Retail & recreation,-42,-43.90609666666668,17.099,20.361,10.619,7.199,2.783,2.609,11.356,8.881,11.287,10.103,10.18,12.144,12.781,7.767,3.282,2.212,0.811,-7.49,-11.964,-18.924,-24.871,-33.591,-41.209,-32.596,-33.995,-34.228,-36.131,-38.779,-41.093,-40.459,-35.03,-35.631,-25.879,-24.44,-43.209,-61.502,-54.071,-45.17,-44.866,-43.156,-41.878,-40.153,-43.906
Georgia,Houston County,Grocery & pharmacy,-9,-8.99351833333333,9.685,12.541,5.544,2.285,-4.83,-1.203,5.833,4.843,6.666,3.625,7.166,7.56,21.655,37.685,33.108,17.851,27.614,12.255,12.916,11.128,7.407,3.756,-12.315,-2.132,-7.997,-8.821,-11.83,-12.407,-12.354,-16.043,-11.941,-14.955,1.995,13.735,-3.611,-28.661,-29.713,-22.07,-21.186,-19.111,-18.146,-13.981,-8.994
Georgia,Houston County,Parks,-8,-34.89670999999999,-1.919,3.896,1.763,2.315,-0.874,-1.51,2.544,6.281,5.741,1.176,2.701,1.249,-0.063,-0.469,-0.349,-7.177,-13.388,-16.911,-22.732,-25.476,-26.912,-15.18,-28.297,-35.854,-39.738,-43.653,-44.032,-45.054,-28.441,-37.114,-47.087,-48.161,-49.71,-49.945,-51.146,-35.944,-41.626,-52.247,-53.369,-53.645,-53.53,-54.092,-34.897
Georgia,Houston County,Workplace,-34,12.569218333333332,-2.341,-2.405,-1.064,0.924,2.031,3.159,-2.21,-2.117,-1.324,-1.366,-0.534,-0.923,-0.493,-2.136,-0.584,1.222,4.897,7.953,9.508,11.956,11.914,7.937,9.511,14.3,17.151,17.525,18.698,18.175,10.672,10.007,16.378,19.863,17.841,18.795,21.485,16.382,13.13,19.782,22.264,22.124,22.875,22.529,12.569
Georgia,Houston County,Residential,12,-14.880950000000002,13.258,8.503,7.862,20.425,-15.152,-7.716,3.592,11.364,6.378,5.896,10.212,7.576,11.574,35.92,28.409,17.007,15.723,16.34,9.47,25.077,34.124,37.879,17.007,13.758,16.34,-11.364,,5.388,13.258,-2.126,-3.931,6.127,1.894,34.722,23.348,,-14.881,,,,,,
Georgia,Laurens County,Retail & recreation,-40,-42.082545,15.645,18.671,10.493,16.387,1.578,4.735,14.031,12.08,13.547,10.619,12.195,11.898,11.779,4.274,-3.664,1.825,0.632,-6.606,-8.741,-17.554,-30.014,-36.538,-44.502,-30.845,-35.442,-36.058,-36.724,-36.333,-40.3,-43.801,-31.351,-32.901,-22.339,-20.787,-37.076,-59.213,-54.751,-39.947,-38.872,-40.064,-36.378,-39.771,-42.083
Georgia,Laurens County,Grocery & pharmacy,-10,-10.702056666666664,6.778,8.903,4.107,4.682,-2.35,,4.154,4.281,3.561,0.747,3.121,6.657,11.147,12.781,6.778,11.574,10.081,2.731,1.175,11.147,-7.349,-0.713,-20.922,-9.707,-13.265,-10.182,-10.378,-16.616,-14.269,-15.58,-16.801,-15.996,7.44,16.528,-2.876,-27.825,-26.264,-21.655,-16.386,-20.755,-10.763,-18.533,-10.702
Georgia,Laurens County,Transit stations,-27,-28.538818333333325,23.545,22.676,9.521,11.057,13.587,18.382,20.129,35.674,31.888,10.641,14.548,18.682,21.725,26.167,12.129,14.172,14.001,10.475,2.264,-0.557,,-6.421,-16.298,-3.36,-1.746,1.132,-1.114,-11.071,-17.837,-28.345,-9.521,-7.565,-2.264,-2.228,-19.122,-40.668,-38.974,-9.521,-3.492,-9.058,-8.356,-27.174,-28.539
Georgia,Laurens County,Workplace,-25,-26.49325,6.021,5.787,4.618,1.495,-0.245,-7.405,-8.292,4.817,4.34,3.849,2.492,1.956,-0.247,0.259,6.021,-1.447,-11.289,-14.703,-17.606,-19.007,-25.912,-18.064,-28.935,-26.427,-29.655,-33.5,-32.83,-32.39,-22.881,-32.552,-31.301,-32.147,-33.744,-33.323,-37.573,-30.708,-33.999,-38.485,-39.623,-41.324,-40.235,-43.791,-26.493
Georgia,Long County,Workplace,-27,-28.409093333333338,-3.157,,7.848,7.538,-3.276,-13.672,-6.466,1.578,,4.281,2.741,-0.655,-0.651,-5.747,,-5.58,-14.269,-21.245,-17.034,-18.88,-16.523,-15.783,-24.182,-22.118,-28.098,-31.447,-33.854,-34.483,-28.409,-31.622,-38.527,-36.321,-37.343,-43.62,-38.793,-34.722,-35.342,-40.668,-43.86,-43.239,-46.875,-45.977,-28.409
Georgia,McDuffie County,Retail & recreation,-17,-1.6108266666666657,0.777,22.552,8.202,15.224,8.538,-7.774,12.852,13.215,20.404,15.584,4.006,11.1,13.215,22.321,24.098,35.438,18.045,11.218,11.954,16.325,12.175,19.434,21.478,-2.461,-5.609,8.538,,-5.411,6.219,4.296,-2.461,-8.013,20.492,32.649,14.881,-10.106,-1.611,,,,,,
Georgia,McDuffie County,Transit stations,-41,-43.191058333333345,10.163,16.667,-1.145,3.511,-2.341,1.17,5.896,2.541,19.444,-2.289,2.341,11.704,11.704,-1.965,5.081,12.5,-3.434,-10.534,-2.341,-1.17,-9.827,-19.055,-20.833,-12.592,-16.386,-8.193,-5.852,-12.775,-19.055,-22.222,-18.315,-17.556,-8.193,-9.363,-34.395,-47.002,-45.833,-28.617,-25.749,-25.749,-10.534,-41.274,-43.191
Georgia,McDuffie County,Workplace,-27,-27.77777333333333,18.056,12.626,6.793,2.699,2.685,-1.611,4.006,13.889,9.47,7.36,4.858,6.443,-3.759,-3.434,6.944,3.157,-1.698,-3.238,-10.202,-15.034,-13.736,-4.167,-17.361,-16.984,-23.208,-22.015,-23.625,-22.894,-6.944,-18.939,-22.645,-29.685,-30.069,-28.995,-30.907,-26.389,-26.831,-36.798,-38.32,-37.586,-39.197,-42.353,-27.778
Georgia,Muscogee County,Retail & recreation,-44,-45.58676333333334,17.939,20.505,16.317,12.253,4.33,8.041,11.812,9.966,10.896,15.304,12.809,10.984,12.699,7.179,-2.159,-6.255,-2.157,-8.969,-13.48,-15.689,-23.012,-40.493,-48.149,-35.129,-35.396,-34.665,-33.672,-35.992,-44.479,-45.349,-31.777,-34.638,-23.265,-22.34,-37.371,-58.432,-55.539,-41.677,-42.445,-43.766,-38.098,-38.921,-45.587
Georgia,Muscogee County,Grocery & pharmacy,-1,-1.1137699999999977,16.12,18.828,13.447,10.843,2.366,6.688,7.298,11.02,14.053,14.219,11.036,13.684,21.304,31.571,25.675,21.488,21.297,18.716,12.086,14.554,14.597,9.145,-7.163,-2.252,-5.486,-5.244,-4.645,-5.695,-4.455,-7.981,-4.182,-3.679,14.324,24.524,6.414,-16.589,-14.871,-12.16,-11.682,-14.963,-8.361,-6.248,-1.114
Georgia,Muscogee County,Parks,12,12.254899999999996,39.062,40.632,1.096,-37.263,-42.783,-30.488,73.014,91.146,48.759,70.175,27.1,39.062,49.966,42.835,65.87,36.939,60.307,22.019,48.363,42.344,43.808,53.615,-6.649,15.351,33.875,47.433,49.966,55.491,47.488,19.947,75.658,-11.856,24.182,16.091,12.656,-9.191,-8.126,38.377,-26.253,-15.811,2.541,29.206,12.255
Georgia,Muscogee County,Transit stations,-62,-64.91545333333333,-15.097,-18.029,-19.841,-11.111,-16.667,-18.382,-12.455,-16.606,-14.022,-12.401,-11.111,-12.5,-19.608,-12.455,-27.174,-22.035,-21.081,-19.444,-31.944,-39.216,-40.761,-48.309,-52.083,-50.843,-45.833,-38.889,-52.696,-57.745,-52.838,-58.093,-53.323,-55.556,-51.389,-53.922,-66.803,-72.464,-72.115,-64.484,-59.722,-61.111,-66.176,-70.199,-64.915
Georgia,Muscogee County,Workplace,-31,-32.35383333333334,1.523,3.17,3.776,0.583,-0.945,-0.212,2.229,6.725,6.039,3.776,1.06,2.886,-0.317,-2.12,2.664,-2.868,-15.492,-21.3,-23.142,-25.751,-28.379,-18.778,-27.174,-34.593,-38.307,-39.62,-39.975,-40.231,-27.659,-30.193,-42.755,-46.944,-45.34,-45.632,-47.625,-32.861,-35.477,-47.253,-50.547,-50.273,-48.858,-52.736,-32.354
Georgia,Muscogee County,Residential,11,11.452509999999995,-3.399,-2.771,-1.185,-0.403,1.932,1.985,-1.919,-2.465,-1.679,-1.804,-1.042,-1.584,-0.888,-0.963,-0.772,0.769,4.54,6.417,8.009,10.083,11.796,7.743,9.13,12.922,13.99,14.702,15.647,16.832,9.956,9.328,14.195,17.061,14.883,15.84,19.882,14.439,12.022,17.361,18.806,19.865,19.274,21.093,11.453
Georgia,Newton County,Retail & recreation,-24,-24.81664,15.438,15.196,8.638,13.511,6.483,2.895,9.807,11.802,11.754,11.28,8.032,9.912,14.83,11.28,3.688,-7.663,-6.51,-12.39,-15.148,-16.485,-16.667,-18.178,-28.25,-26.88,-28.828,-25.496,-30.665,-29.217,-28.716,-31.951,-25.977,-30.696,-18.888,-18.966,-25.203,-38.621,-38.835,-34.164,-33.373,-31.418,-28.715,-27.033,-24.817
Georgia,Newton County,Grocery & pharmacy,10,10.925254999999996,11.302,7.997,0.898,13.47,3.998,0.217,5.503,8.1,4.419,11.674,10.327,10.661,39.631,54.442,18.46,12.205,20.205,13.919,7.996,13.21,14.544,12.244,-8.418,-0.224,-2.245,-0.222,1.083,-1.769,-4.332,-14.099,-3.816,-6.735,10.217,29.453,18.475,-5.086,-9.68,-2.245,-0.898,1.333,2.382,6.682,10.925
Georgia,Newton County,Workplace,-35,-36.331863333333345,1.15,1.096,3.136,-0.18,0.268,-0.362,1.917,3.909,2.741,2.756,0.9,0.715,-0.633,-3.45,-1.61,-9.594,-18.343,-24.128,-27.426,-28.754,-29.707,-15.866,-28.509,-33.835,-38.894,-38.772,-41.142,-40.632,-25.524,-37.829,-40.868,-45.106,-45.204,-44.307,-45.136,-36.102,-43.86,-46.666,-49.427,-49.403,-50.456,-54.335,-36.332
Georgia,Newton County,Residential,13,13.238595,-2.533,-2.319,0.053,0.25,0.739,1.72,-2.115,-3.202,-1.442,-1.434,0.416,-1.42,-0.433,0.711,1.329,3.267,7.753,10.01,11.252,12.749,13.033,8.758,10.069,16.028,18.054,15.888,18.131,17.811,11.631,10.935,16.08,19.817,16.788,18.463,19.781,15.751,13.126,18.375,20.254,19.799,20.664,21.755,13.239
Georgia,Oconee County,Retail & recreation,-47,-48.542784999999995,14.069,11.1,5.717,12.401,5.526,3.006,6.693,2.329,-3.171,7.948,3.858,8.289,11.763,3.765,-13.51,-20.004,-12.969,-19.152,-22.933,-26.009,-35.141,-47.052,-50.986,-41.137,-41.612,-38.268,-39.732,-41.206,-49.568,-47.448,-34.583,-37.478,-32.328,-26.793,-40.37,-60.748,-58.792,-42.671,-42.025,-42.689,-36.726,-39.847,-48.543
Georgia,Oconee County,Workplace,-32,-33.14393333333333,4.735,6.944,7.234,0.934,-0.918,1.885,1.965,-3.157,3.472,-13.503,-4.204,-4.13,,-6.879,-1.578,-19.097,-26.042,-34.099,-37.628,-37.707,-43.239,-17.361,-29.514,-44.85,-47.646,-47.265,-46.192,-49.135,-34.722,-38.194,-45.332,-49.514,-48.183,-48.077,-49.627,-31.566,-39.931,-52.083,-54.652,-56.443,-53.262,-57.488,-33.144
Georgia,Paulding County,Retail & recreation,-33,-34.12994333333333,11.512,13.655,1.595,14.951,5.93,1.053,4.847,10.735,10.383,5.424,7.448,9.026,19.6,3.635,-7.7,-15.22,-4.307,-7.883,-12.594,-13.384,-19.63,-27.689,-36.129,-31.266,-29.086,-24.979,-26.819,-28.637,-35.018,-35.512,-26.534,-26.748,-19.312,-15.038,-29.404,-48.678,-44.663,-35.201,-32.892,-32.273,-28.573,-28.273,-34.13
Georgia,Paulding County,Grocery & pharmacy,-10,-10.481363333333332,-6.211,-1.423,-7.102,2.109,-0.967,-5.84,-4.317,-4.529,-5.977,0.631,1.136,2.257,30.934,30.219,0.388,-9.819,8.996,2.596,-0.322,4.104,1.532,-3.106,-21.63,-13.889,-8.599,-9.836,-11.521,-10.584,-19.539,-26.184,-17.361,-15.901,-1.612,8.838,-3.342,-29.244,-30.738,-21.78,-19.633,-16.77,-12.626,-12.116,-10.481
Georgia,Paulding County,Workplace,-36,-37.4491,3.818,1.522,1.76,3.018,0.728,-0.062,1.55,4.545,0.217,2.075,1.232,0.061,0.739,-7.75,-1.454,-13.7,-24.203,-28.767,-33.428,-34.661,-35.519,-17.997,-31.098,-41.176,-43.428,-44.712,-45.619,-46.045,-27.814,-37.622,-46.331,-48.788,-48.049,-47.712,-49.855,-35.995,-43.493,-52.366,-53.777,-54.601,-54.854,-58.315,-37.449
Georgia,Paulding County,Residential,13,13.139406666666662,-3.052,-2.062,0.151,-0.055,0.87,1.802,-1.541,-3.358,-0.952,-1.719,0.167,0.107,-0.372,3.239,2.809,4.952,8.976,11.79,13.98,14.417,15.616,9.055,9.981,18.069,19.915,18.63,19.755,20.275,11.689,11.386,17.511,21.263,19.405,19.419,22.006,15.693,13.194,20.592,22.698,22.606,22.985,24.308,13.139
Georgia,Peach County,Grocery & pharmacy,-7,-7.5540733333333305,11.53,12.572,10.554,10.529,-3.184,7.258,21.399,14.711,5.837,16.979,8.737,13.646,24.761,37.952,29.819,24.246,41.758,27.106,22.289,27.749,26.244,16.698,-8.082,5.965,1.568,-3.639,-5.55,-10.497,-9.144,-17.062,-10.554,-12.769,5.459,23.907,1.211,-30.614,-28.736,-23.862,-24.418,-23.199,-17.503,-14.131,-7.554
Georgia,Peach County,Transit stations,-38,-39.82842833333334,,39.511,4.529,9.328,9.615,8.803,9.722,1.532,19.756,9.058,6.219,1.603,5.869,12.5,3.064,19.756,1.51,6.219,14.423,,-4.167,-4.596,-7.184,-13.587,-3.109,-1.603,-13.204,-20.833,-22.978,-25.144,-18.116,-10.883,1.603,-8.803,-26.389,-44.424,-41.307,-25.664,-18.657,-17.628,-24.941,-20.833,-39.828
Georgia,Peach County,Workplace,-33,-34.72222666666667,6.51,2.51,5.342,6.483,2.988,4.269,5.862,5.425,7.53,6.232,3.026,3.842,2.988,,3.255,-2.51,-1.781,-14.263,-17.077,-18.784,-22.998,-14.106,-27.61,-28.045,-35.01,-36.288,-35.434,-38.33,-20.616,-33.886,-37.838,-41.062,-41.411,-41.411,-44.192,-37.977,-37.651,-44.516,-47.113,-46.107,-46.533,-48.701,-34.722
Georgia,Richmond County,Retail & recreation,-44,-45.57398500000001,15.866,20.334,13.53,15.343,8.393,3.282,10.313,9.451,9.618,11.124,8.669,13.913,10.581,9.73,0.515,-1.611,2.858,-7.545,-14.945,-19.815,-22.903,-32.384,-41.321,-33.801,-37.474,-32.291,-34.372,-34.4,-43.653,-41.485,-31.514,-33.323,-27.287,-25.263,-36.805,-55.471,-51.967,-38.803,-39.722,-39.046,-38.999,-37.917,-45.574
Georgia,Richmond County,Grocery & pharmacy,-4,-4.435481666666661,12.03,15.298,12.656,16.326,5.088,3.83,7.653,8.065,8.989,11.832,11.919,8.834,16.363,25.552,17.272,18.61,22.765,17.626,10.6,10.166,7.084,7.056,-7.649,-6.89,-5.923,-4.311,-5.292,-5.755,-5.309,-5.599,-5.542,-4.984,4.664,14.622,0.126,-14.315,-16.481,-12.057,-12.28,-10.954,-8.843,-9.677,-4.435
Georgia,Richmond County,Parks,-4,-3.701356666666662,-5.816,29.948,-10.965,-17.818,-27.203,-29.578,14.022,15.863,21.484,23.3,14.391,28.53,22.505,28.045,64.509,4.557,-12.336,2.741,2.654,8.359,28.045,8.46,-28.646,-46.601,-28.098,19.241,18.004,20.032,15.334,27.344,7.538,-27.412,1.99,-3.215,-5.342,-29.082,3.255,-2.056,-10.965,-2.654,-3.215,9.348,-3.701
Georgia,Richmond County,Transit stations,-35,-36.161486666666676,9.715,19.643,8.013,4.261,6.847,,16.718,18.351,16.071,16.497,9.47,8.803,2.753,12.431,1.079,-6.548,-8.956,-11.837,-17.117,-21.568,-35.151,-39.4,-54.762,-41.478,-43.561,-41.08,-39.923,-44.582,-42.638,-53.571,-42.892,-47.822,-42.058,-44.053,-47.582,-53.433,-56.548,-46.663,-46.402,-40.102,-41.758,-35.58,-36.161
Georgia,Richmond County,Workplace,-34,-35.297088333333335,3.909,1.051,2.25,0.838,-1.308,-1.975,1.05,3.794,-1.708,1.432,1.33,-0.436,0.642,0.053,1.15,-4.729,-3.835,-15.472,-23.342,-24.388,-25.202,-15.751,-29.293,-33.239,-36.71,-37.725,-37.767,-37.172,-24.145,-32.314,-39.273,-42.228,-43.052,-42.012,-43.158,-34.607,-40.327,-47.558,-49.423,-50.122,-49.664,-51.716,-35.297
Georgia,Richmond County,Residential,12,12.14623166666667,-3.095,-2.965,-0.856,-0.734,0.872,1.877,-1.187,-1.997,-1.893,-1.32,-1.057,-0.682,-1.107,-1.053,-0.843,0.394,1.36,5.558,8.393,8.986,10.481,6.481,8.374,12.66,14.763,13.46,13.586,14.709,9.247,8.41,13.052,15.615,13.836,13.739,17.553,13.888,11.088,16.599,17.751,17.907,17.838,19.955,12.146
Georgia,Rockdale County,Retail & recreation,-35,-35.94180999999999,14.456,17.105,10.143,17.27,9.42,3.262,10.995,10.008,11.279,15.265,10.831,9.914,13.233,9.118,-2.834,-10.813,-2.688,-10.881,-15.142,-18.931,-20.075,-27.333,-39.569,-34.131,-31.145,-25.795,-35.013,-36.663,-40.497,-45.162,-30.073,-34.539,-25.302,-26.467,-31.261,-48.532,-48.425,-33.573,-34.14,-32.059,-32.256,-31.798,-35.942
Georgia,Rockdale County,Grocery & pharmacy,13,13.082155000000006,5.723,11.054,0.183,13.465,-2.563,0.181,6.49,8.503,7.119,6.419,8.042,8.055,39.312,68.058,31.397,17.049,24.758,20.946,16.842,19.746,23.795,17.497,1.311,1.1,-5.049,,-1.63,0.666,-2.289,-11.428,-6.419,-7.855,8.97,21.014,15.642,-6.868,-12.365,-8.986,-8.977,-6.591,-2.536,8.819,13.082
Georgia,Rockdale County,Workplace,-36,-37.5,3.385,3.937,11.795,2.049,,-0.103,1.736,5.208,1.817,4.087,0.205,0.811,-1.333,-3.581,-4.167,-9.387,-15.181,-27.86,-31.513,-34.039,-33.637,-16.406,-31.795,-35.267,-42.302,-44.382,-46.444,-46.007,-30.99,-40.274,-41.807,-49.779,-49.246,-49.315,-50.781,-36.719,-43.605,-44.376,-53.056,-52.59,-52.801,-56.315,-37.5
Georgia,Rockdale County,Residential,14,14.255720000000002,-2.497,-2.186,-0.7,0.617,0.873,2.287,-2.743,-2.339,-1.393,-0.858,0.615,-0.457,0.036,-0.374,2.063,3.787,7.689,11.302,12.736,14.118,12.825,9.102,9.878,16.559,19.556,17.057,19.633,18.744,13.367,12.746,16.461,21.715,18.762,20.222,20.504,15.941,13.657,18.702,21.921,21.093,22.509,22.379,14.256
Georgia,Stephens County,Retail & recreation,-23,-6.720428333333336,19.489,15.121,-0.685,24.909,14.983,11.574,6.551,10.081,15.961,14.391,15.097,14.983,20.978,45.204,29.57,37.802,29.468,33.213,17.837,25.318,27.516,31.586,12.601,3.427,6.793,5.708,2.17,16.378,4.032,-9.241,-2.741,-0.755,18.55,37.616,40.618,-4.704,-6.72,,,,,,
Georgia,Stephens County,Workplace,-29,-30.57065333333334,,3.956,4.868,3.285,2.778,1.408,1.975,2.264,2.637,5.354,7.038,3.241,5.161,4.443,-1.132,-5.274,-7.788,-11.73,-14.815,-16.423,-19.747,-4.529,-21.097,-19.47,-23.93,-23.611,-23.461,-26.165,-19.248,-27.69,-26.772,-28.622,-30.093,-29.092,-33.077,-33.967,-39.557,-41.861,-42.699,-43.981,-41.761,-51.343,-30.571
