FIPS,hospitals,icu_beds,total_pop,60plus,
51051,1,0,15181,4171,
51053,0,0,28033,6361,
51057,1,7,11083,3102,
51059,4,178,1142004,205097,
51061,1,8,68406,15267,
51063,0,0,15594,4593,
51065,0,0,26109,6641,
51067,1,4,56277,16636,
51069,0,0,83784,17641,
51071,1,0,16867,4744,
51073,1,7,37035,9239,
51075,0,0,22148,6309,
51077,0,0,15708,4703,
51079,0,0,19213,4356,
51081,0,0,11606,2403,
51083,1,12,35030,10489,
51085,1,24,103218,23448,
51087,1,53,324073,65204,
51089,0,0,51956,15335,
51091,0,0,2213,1144,
51093,0,0,36090,9254,
51095,2,26,73028,22611,
51097,0,0,7052,2107,
51099,0,0,25564,4530,
51101,0,0,16329,3605,
51103,1,0,10848,4693,
51105,0,0,24428,6175,
51107,2,33,374558,46809,
51109,0,0,34813,9238,
51111,0,0,12369,3504,
51113,0,0,13108,3779,
51115,0,0,8830,3293,
51117,1,10,30959,9967,
51119,0,0,10710,4271,
51121,2,22,97692,16371,
51125,0,0,14863,5121,
51127,0,0,20523,4832,
51131,0,0,11998,4032,
51133,0,0,12254,5416,
51135,0,0,15537,3814,
51137,0,0,35265,9382,
51139,1,0,23694,6578,
51141,0,0,17958,5697,
51143,0,0,61970,17512,
51145,0,0,28364,6652,
51147,1,8,22903,5017,
51149,0,0,37704,6858,
51153,2,24,450763,60739,
51155,1,8,34330,9988,
51157,0,0,7359,2467,
51159,0,0,8873,2400,
51161,0,0,93419,25341,
51163,0,0,22440,7345,
51165,0,0,78653,18979,
51167,1,5,27725,7582,
51169,0,0,22290,6831,
51171,1,0,42854,11604,
51173,1,4,31298,8800,
51175,0,0,18089,4637,
51177,1,12,130159,23288,
51179,1,4,141159,19771,
51181,0,0,6670,1840,
51183,0,0,11595,2584,
51185,2,12,42689,11682,
51187,1,8,38991,8490,
51191,1,14,54457,15381,
51193,0,0,17596,5792,
51195,1,8,39539,9345,
51197,1,6,29048,8014,
51199,0,0,67196,14070,
51510,1,40,154710,23816,
51520,0,0,17077,4481,
51530,0,0,6495,1486,
51540,1,25,46487,6753,
51550,1,28,235410,41793,
51570,0,0,17582,4585,
51580,0,0,5675,1681,
51590,1,34,41911,11358,
51595,1,7,5495,1252,
51600,0,0,23580,4687,
51610,0,0,13843,2660,
51620,1,8,8334,2300,
51630,1,26,28135,4113,
51640,1,10,6788,2026,
51650,1,24,136255,27165,
51660,1,34,53064,6611,
51670,1,17,22353,4703,
51678,1,0,7113,1303,
51680,1,49,79237,14774,
51683,1,11,41379,5755,
51685,0,0,16117,1822,
51690,0,0,13256,3469,
51700,2,88,180775,31311,
51710,3,113,245752,36773,
51720,1,11,4043,1034,
51730,2,28,32037,7475,
51735,0,0,12022,2958,
51740,1,22,95536,19091,
51750,0,0,17380,2037,
51760,3,159,220892,39776,
51770,1,71,99572,22026,
51775,1,36,25521,6421,
51790,0,0,24273,6341,
51800,1,12,88057,17315,
51810,2,50,450057,81616,
51820,0,0,21620,5038,
51830,0,0,14817,2733,
51840,1,48,27516,5865,
53001,2,0,19261,2912,
53003,1,0,22259,6373,
53005,3,44,190529,37874,
53007,4,20,75138,18408,
53009,2,19,73439,26654,
53011,2,90,457474,92850,
53013,1,0,3999,1371,
53015,1,18,103590,26255,
53017,0,0,40585,9148,
53019,1,0,7568,2554,
53021,1,0,89124,11049,
53023,1,0,2226,729,
53025,4,0,93420,17194,
53027,2,0,71454,19476,
53029,1,6,80323,24585,
53031,1,6,30524,13626,
53033,17,450,2118119,386511,
53035,1,20,258903,59433,
53037,1,6,43726,9312,
53039,2,0,21172,6449,
53041,2,6,76012,20549,
53043,2,0,10344,3325,
53045,1,6,61569,18441,
53047,3,0,41377,11602,
53049,2,0,20940,8028,
53051,1,0,13066,4439,
53053,5,189,845193,157501,
53055,1,0,16221,6649,
53057,3,18,121725,31915,
53059,0,0,11498,3238,
53061,4,72,771904,143234,
53063,4,113,490764,105082,
53065,2,0,43858,13171,
53067,2,72,269885,60028,
53069,0,0,4105,1698,
53071,1,28,59862,13443,
53073,1,24,212738,47353,
53075,2,6,47794,6710,
53077,4,52,248279,44560,
54001,1,0,16790,4433,
54003,1,20,111610,21894,
54005,1,0,23236,5945,
54007,1,0,14345,4105,
54009,0,0,23067,6816,
54011,2,88,96100,22787,
54013,1,0,7450,2279,
54015,0,0,8901,2226,
54017,0,0,8570,2461,
54019,2,3,44602,12150,
54021,0,0,8305,1817,
54023,1,3,11673,3470,
54025,1,12,35523,10528,
54027,1,0,23412,6811,
54029,1,10,29921,8634,
54031,0,0,13812,3692,
54033,1,20,68438,17201,
54035,1,0,29123,7844,
54037,1,5,55673,11916,
54039,4,156,187827,49628,
54041,1,6,16371,4386,
54043,0,0,21241,5184,
54045,1,12,34428,8559,
54047,1,7,19707,5272,
54049,1,14,56575,14663,
54051,1,9,32006,9258,
54053,1,5,27000,7153,
54055,2,29,60963,16998,
54057,1,4,27421,7414,
54059,1,6,25150,6170,
54061,2,119,103715,16742,
54063,0,0,13517,4299,
54065,1,0,17510,5135,
54067,1,0,25496,7413,
54069,2,37,42906,12039,
54071,0,0,7138,2313,
54073,0,0,7527,1842,
54075,1,0,8574,2770,
54077,1,0,33760,8739,
54079,0,0,56644,13622,
54081,2,43,77097,20258,
54083,1,0,29152,7914,
54085,0,0,10005,2814,
54087,1,0,14348,4117,
54089,1,0,13210,4109,
54091,1,0,16977,4555,
54093,0,0,7035,2245,
54095,1,0,8949,2551,
54097,1,4,24604,6359,
54099,0,0,41063,10695,
54101,1,0,8637,2560,
54103,1,5,15793,4523,
54105,0,0,5800,1441,
54107,1,36,86016,22379,
54109,0,0,22130,6172,
55001,1,0,20111,7417,
55003,1,0,15779,4029,
55005,3,5,45358,12648,
55007,0,0,15004,5390,
55009,4,60,258004,49706,
55011,0,0,13243,3806,
55013,1,0,15239,5563,
55015,1,0,49737,9760,
55017,3,6,63445,14882,
55019,1,0,34513,7761,
55021,2,10,56790,13488,
55023,1,0,16313,4623,
55025,4,39,522837,93985,
55027,2,10,87833,20377,
55029,1,4,27443,10267,
55031,1,0,43503,10444,
55033,1,0,44260,9015,
55035,4,48,102388,20349,
55037,0,0,4354,1446,
55039,3,15,102082,24000,
55041,0,0,9035,2759,
55043,3,0,51742,11571,
55045,1,6,36869,8908,
55047,1,5,18745,5437,
55049,1,0,23576,5649,
55051,0,0,5748,2170,
55053,1,0,20531,5137,
55055,1,4,84586,18308,
55057,1,0,26427,7133,
55059,2,27,167886,31603,
55061,0,0,20378,5256,
55063,2,52,117582,24464,
55065,1,0,16755,4075,
55067,1,4,19190,5568,
55069,2,0,27994,7702,
55071,2,16,79680,20684,
55073,2,52,135293,30856,
55075,1,10,40712,12297,
55077,0,0,15164,4784,
55078,0,0,4506,816,
55079,8,381,956586,173173,
55081,2,0,45303,10280,
55083,2,0,37465,10126,
55085,1,20,35352,11792,
55087,2,64,183288,35410,
55089,2,46,87817,21950,
55091,1,0,7282,2115,
55093,1,0,41226,8070,
55095,3,3,43328,11630,
55097,1,12,70371,15091,
55099,1,4,13566,4514,
55101,2,33,195101,42061,
55103,1,4,17626,5148,
55105,4,33,161226,34912,
55107,1,4,14211,4413,
55109,3,0,87142,16229,
55111,3,10,63340,15064,
55113,1,0,16384,5431,
55115,1,0,41136,11054,
55117,2,13,115094,27003,
55119,1,0,20344,5080,
55121,2,0,29510,6978,
55123,2,0,30378,7781,
55125,2,10,21465,8398,
55127,2,16,102917,22640,
55129,2,0,15638,5285,
55131,2,12,133967,30378,
55133,4,64,396731,95193,
55135,2,4,51651,13904,
55137,1,0,24170,7579,
55139,2,26,169540,35586,
55141,2,27,73427,18838,
56001,1,4,37944,5887,
56003,2,0,11920,3267,
56005,1,14,48116,6482,
56007,1,6,15689,3421,
56009,1,0,14166,2972,
56011,1,0,7347,1964,
56013,1,12,40354,9748,
56015,1,0,13479,3710,
56017,1,0,4741,1646,
56019,1,0,8562,2495,
56021,1,15,97031,20072,
56023,2,0,18791,4254,
56025,2,14,81023,16036,
56027,1,0,2479,625,
56029,2,4,29276,8475,
56031,1,0,8703,2755,
56033,1,11,29964,8337,
56035,0,0,10037,2292,
56037,2,10,44527,7015,
56039,1,6,22923,4298,
56041,1,6,20758,3554,
56043,1,0,8253,2206,
56045,1,0,7117,2073,
